method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss,n_params
RegretDRO,2024,g1,295.0,0.7898305084745763,0.7520953842431272,0.5571290196172135,0.49813,0.059,38946
RegretDRO,2024,g2,125.0,0.92,0.47916666666666674,0.4236560888658569,0.34118,0.08248,38946
RegretDRO,2024,g3,200.0,0.77,0.5375844402936724,0.793019504084732,0.59764,0.19538,38946
RegretDRO,31337,g0,305.0,0.7704918032786885,0.7661788848569774,0.507050272272747,0.46833,0.03872,38946
RegretDRO,31337,g1,295.0,0.8033898305084746,0.7717637589909733,0.5220534831538038,0.49813,0.02392,38946
RegretDRO,31337,g2,125.0,0.92,0.47916666666666674,0.3131999808549881,0.34118,-0.02798,38946
RegretDRO,31337,g3,200.0,0.76,0.49512516469038204,0.5929572903364897,0.59764,-0.00468,38946
RegretDRO,11,g0,305.0,0.7672131147540984,0.7626117594917465,0.5193832441370507,0.46833,0.05105,38946
RegretDRO,11,g1,295.0,0.7966101694915254,0.7639794303486804,0.5447087876182997,0.49813,0.04658,38946
RegretDRO,11,g2,125.0,0.92,0.47916666666666674,0.37597325183730573,0.34118,0.03479,38946
RegretDRO,11,g3,200.0,0.725,0.4683352674088649,0.6471439860761166,0.59764,0.0495,38946
RegretDRO,22,g0,305.0,0.8032786885245902,0.7976939046382083,0.4820695930359061,0.46833,0.01374,38946
RegretDRO,22,g1,295.0,0.8,0.7671844195659095,0.5243197195105633,0.49813,0.02619,38946
RegretDRO,22,g2,125.0,0.92,0.47916666666666674,0.3550878753326833,0.34118,0.01391,38946
RegretDRO,22,g3,200.0,0.755,0.4878991655111058,0.6306929136277176,0.59764,0.03305,38946
RegretDRO,33,g0,305.0,0.7737704918032787,0.7693713640196059,0.5193990216147705,0.46833,0.05107,38946
RegretDRO,33,g1,295.0,0.8033898305084746,0.7717637589909733,0.5295745482889272,0.49813,0.03144,38946
RegretDRO,33,g2,125.0,0.92,0.47916666666666674,0.3015093466341496,0.34118,-0.03967,38946
RegretDRO,33,g3,200.0,0.755,0.46424198137753125,0.5979894931055605,0.59764,0.00035,38946
RegretDRO,44,g0,305.0,0.7868852459016393,0.7818288870165441,0.501438035318231,0.46833,0.03311,38946
RegretDRO,44,g1,295.0,0.7864406779661017,0.7501409542160207,0.5300193543782679,0.49813,0.03189,38946
RegretDRO,44,g2,125.0,0.92,0.47916666666666674,0.3861771650777664,0.34118,0.045,38946
RegretDRO,44,g3,200.0,0.745,0.5238715940921823,0.6481517487205565,0.59764,0.05051,38946
RegretDRO,55,g0,305.0,0.7868852459016393,0.7818040830298681,0.507438008572723,0.46833,0.03911,38946
RegretDRO,55,g1,295.0,0.8,0.7685467208145855,0.5070018558178918,0.49813,0.00887,38946
RegretDRO,55,g2,125.0,0.92,0.47916666666666674,0.2992708146050572,0.34118,-0.04191,38946
RegretDRO,55,g3,200.0,0.755,0.4479954827780914,0.5883782034926116,0.59764,-0.00926,38946
AnchorsOnly,42,g0,305.0,0.7836065573770492,0.7783845822942606,0.5009190659542553,0.46833,0.03259,38946
AnchorsOnly,42,g1,295.0,0.8067796610169492,0.7772931447590171,0.5265454495609817,0.49813,0.02841,38946
AnchorsOnly,42,g2,125.0,0.88,0.4677895981087471,0.47315630577504636,0.34118,0.13198,38946
AnchorsOnly,42,g3,200.0,0.76,0.5567099567099567,0.5930622569378465,0.59764,-0.00458,38946
AnchorsOnly,1337,g0,305.0,0.7672131147540984,0.7645055090540499,0.520968641653718,0.46833,0.05264,38946
AnchorsOnly,1337,g1,295.0,0.8169491525423729,0.7913336128283852,0.5152187194548926,0.49813,0.01709,38946
AnchorsOnly,1337,g2,125.0,0.896,0.5619565217391305,0.36884316664468497,0.34118,0.02766,38946
AnchorsOnly,1337,g3,200.0,0.76,0.6314602235020446,0.7949170834920369,0.59764,0.19728,38946
AnchorsOnly,7,g0,305.0,0.7540983606557377,0.7496336358480564,0.5224687879752429,0.46833,0.05414,38946
AnchorsOnly,7,g1,295.0,0.8067796610169492,0.7759939904582561,0.5146508896060414,0.49813,0.01652,38946
AnchorsOnly,7,g2,125.0,0.912,0.476950354609929,0.3869489171728492,0.34118,0.04577,38946
AnchorsOnly,7,g3,200.0,0.72,0.5192661728723109,0.777405628177803,0.59764,0.17976,38946
AnchorsOnly,2024,g0,305.0,0.7672131147540984,0.7618128599386591,0.5430294082851195,0.46833,0.0747,38946
AnchorsOnly,2024,g1,295.0,0.8033898305084746,0.7686583046031018,0.536750508655431,0.49813,0.03862,38946
AnchorsOnly,2024,g2,125.0,0.912,0.47695035460992913,0.4184662959687412,0.34118,0.07729,38946
AnchorsOnly,2024,g3,200.0,0.735,0.5792008580946848,0.7434937666368205,0.59764,0.14585,38946
AnchorsOnly,31337,g0,305.0,0.7639344262295082,0.7594957793542677,0.5369801265844067,0.46833,0.06865,38946
AnchorsOnly,31337,g1,295.0,0.8067796610169492,0.7741972032338307,0.5006385672395512,0.49813,0.00251,38946
AnchorsOnly,31337,g2,125.0,0.896,0.4724213691026828,0.4207934564501047,0.34118,0.07961,38946
AnchorsOnly,31337,g3,200.0,0.735,0.5053134099489598,0.6072331812325865,0.59764,0.00959,38946
AnchorsOnly,11,g0,305.0,0.7704918032786885,0.7664116435843599,0.5408862040485026,0.46833,0.07255,38946
AnchorsOnly,11,g1,295.0,0.7796610169491526,0.7470683154534764,0.5395658139202555,0.49813,0.04143,38946
AnchorsOnly,11,g2,125.0,0.896,0.4725177304964539,0.4780856317188591,0.34118,0.13691,38946
AnchorsOnly,11,g3,200.0,0.69,0.5440908978300283,0.7445907385414466,0.59764,0.14695,38946
AnchorsOnly,22,g0,305.0,0.7901639344262295,0.7851611533768671,0.5236743974881094,0.46833,0.05534,38946
AnchorsOnly,22,g1,295.0,0.8067796610169492,0.7666254740996743,0.5343206226825714,0.49813,0.03619,38946
AnchorsOnly,22,g2,125.0,0.896,0.47222222222222227,0.4406115825176239,0.34118,0.09943,38946
AnchorsOnly,22,g3,200.0,0.74,0.5333287002852221,0.6002197429910302,0.59764,0.00258,38946
AnchorsOnly,33,g0,305.0,0.7901639344262295,0.7830375785137834,0.5558706233247381,0.46833,0.08754,38946
AnchorsOnly,33,g1,295.0,0.7830508474576271,0.7524436214266383,0.5630078691042075,0.49813,0.06488,38946
AnchorsOnly,33,g2,125.0,0.872,0.4651679841897234,0.49417541587352753,0.34118,0.153,38946
AnchorsOnly,33,g3,200.0,0.725,0.5204761844818211,0.6242120422422885,0.59764,0.02657,38946
AnchorsOnly,44,g0,305.0,0.780327868852459,0.7749018993928555,0.4900876803232021,0.46833,0.02176,38946
AnchorsOnly,44,g1,295.0,0.8067796610169492,0.77592871669453,0.5246202918558808,0.49813,0.02649,38946
AnchorsOnly,44,g2,125.0,0.896,0.47222222222222227,0.4034219874739647,0.34118,0.06224,38946
AnchorsOnly,44,g3,200.0,0.735,0.5305718551403171,0.6663834795355796,0.59764,0.06874,38946
AnchorsOnly,55,g0,305.0,0.7868852459016393,0.7821863265146848,0.5273423715448771,0.46833,0.05901,38946
AnchorsOnly,55,g1,295.0,0.8101694915254237,0.7793224291211907,0.5323431278941995,0.49813,0.03421,38946
AnchorsOnly,55,g2,125.0,0.896,0.47222222222222227,0.4447658215761185,0.34118,0.10359,38946
AnchorsOnly,55,g3,200.0,0.77,0.5420571244612166,0.5964729754626751,0.59764,-0.00117,38946
Ours,42,g0,305.0,0.760655737704918,0.7587444244295763,0.543834578197022,0.46833,0.0755,38946
Ours,42,g1,295.0,0.7864406779661017,0.7667251919232677,0.5576250208383899,0.49813,0.05949,38946
Ours,42,g2,125.0,0.896,0.4724213691026828,0.42240560952434314,0.34118,0.08123,38946
Ours,42,g3,200.0,0.75,0.5681618601257853,0.6708572520501912,0.59764,0.07322,38946
Ours,1337,g0,305.0,0.7836065573770492,0.7811631114474306,0.5982112620209085,0.46833,0.12988,38946
Ours,1337,g1,295.0,0.7898305084745763,0.7537829706047625,0.6133876637887147,0.49813,0.11526,38946
Ours,1337,g2,125.0,0.92,0.5289855072463768,0.3276920393556356,0.34118,-0.01349,38946
Ours,1337,g3,200.0,0.745,0.6026993601364311,0.5657098268158733,0.59764,-0.03193,38946
Ours,7,g0,305.0,0.7311475409836066,0.7292932698378483,0.6083521788481806,0.46833,0.14002,38946
Ours,7,g1,295.0,0.7796610169491526,0.7517939601772468,0.6059281023377079,0.49813,0.1078,38946
Ours,7,g2,125.0,0.92,0.47916666666666674,0.3148280155658722,0.34118,-0.02635,38946
Ours,7,g3,200.0,0.715,0.4838030617916766,0.6636888679722324,0.59764,0.06605,38946
Ours,2024,g0,305.0,0.7639344262295082,0.7624919304480879,0.5776699410965208,0.46833,0.10934,38946
Ours,2024,g1,295.0,0.7796610169491526,0.7495674570716102,0.602334548798153,0.49813,0.1042,38946
Ours,2024,g2,125.0,0.92,0.47916666666666674,0.3151555640194565,0.34118,-0.02602,38946
Ours,2024,g3,200.0,0.73,0.5474103414636374,0.6984070173939108,0.59764,0.10077,38946
Ours,31337,g0,305.0,0.7704918032786885,0.7667869461408113,0.560630129253278,0.46833,0.0923,38946
Ours,31337,g1,295.0,0.7966101694915254,0.7567444085238876,0.5615258385064238,0.49813,0.06339,38946
Ours,31337,g2,125.0,0.896,0.4724213691026828,0.32158826522529127,0.34118,-0.01959,38946
Ours,31337,g3,200.0,0.735,0.5436936739167976,0.6008163971081376,0.59764,0.00318,38946
Ours,11,g0,305.0,0.7737704918032787,0.7708872008667796,0.5663325156772234,0.46833,0.098,38946
Ours,11,g1,295.0,0.8135593220338984,0.7810114899485253,0.5644891406583079,0.49813,0.06636,38946
Ours,11,g2,125.0,0.888,0.4700059101654847,0.4610425409479067,0.34118,0.11986,38946
Ours,11,g3,200.0,0.705,0.5466775862887527,0.8941339255688945,0.59764,0.29649,38946
Ours,22,g0,305.0,0.7672131147540984,0.7643882324787127,0.5634676604485903,0.46833,0.09514,38946
Ours,22,g1,295.0,0.7830508474576271,0.7542233872099965,0.591176316849256,0.49813,0.09304,38946
Ours,22,g2,125.0,0.92,0.47916666666666674,0.3111611625896767,0.34118,-0.03002,38946
Ours,22,g3,200.0,0.75,0.519658875085546,0.6010222776746378,0.59764,0.00338,38946
Ours,33,g0,305.0,0.7508196721311475,0.7489575316030456,0.5997906421051651,0.46833,0.13146,38946
Ours,33,g1,295.0,0.7830508474576271,0.7525413142099945,0.59970392423161,0.49813,0.10157,38946
Ours,33,g2,125.0,0.912,0.47695035460992913,0.31242603178322315,0.34118,-0.02875,38946
Ours,33,g3,200.0,0.735,0.4589184826472962,0.6179744797572494,0.59764,0.02033,38946
Ours,44,g0,305.0,0.7540983606557377,0.7517557692912125,0.58343263383283,0.46833,0.1151,38946
Ours,44,g1,295.0,0.7728813559322034,0.7473187708284523,0.6044645185945398,0.49813,0.10633,38946
Ours,44,g2,125.0,0.92,0.47916666666666674,0.3077870870307088,0.34118,-0.03339,38946
Ours,44,g3,200.0,0.74,0.5233245109261939,0.6041463083215057,0.59764,0.00651,38946
Ours,55,g0,305.0,0.7639344262295082,0.760803421019392,0.5852195106568884,0.46833,0.11689,38946
Ours,55,g1,295.0,0.7864406779661017,0.7550403484550458,0.5952556159031593,0.49813,0.09712,38946
Ours,55,g2,125.0,0.92,0.47916666666666674,0.3096563237607479,0.34118,-0.03152,38946
Ours,55,g3,200.0,0.755,0.5034067381893469,0.5912780027650296,0.59764,-0.00636,38946
Ours_Regret,42,g0,305.0,0.7573770491803279,0.756212424098906,0.5484134015001234,0.46833,0.08008,38946
Ours_Regret,42,g1,295.0,0.8033898305084746,0.7756384830946234,0.5665431520570132,0.49813,0.06841,38946
Ours_Regret,42,g2,125.0,0.896,0.4724213691026828,0.4176167330564931,0.34118,0.07644,38946
Ours_Regret,42,g3,200.0,0.745,0.5641572834667463,0.6644867110915947,0.59764,0.06685,38946
Ours_Regret,1337,g0,305.0,0.7901639344262295,0.7879200154841145,0.5249186944033278,0.46833,0.05659,38946
Ours_Regret,1337,g1,295.0,0.7932203389830509,0.7660551769141841,0.533192955184791,0.49813,0.03506,38946
Ours_Regret,1337,g2,125.0,0.912,0.5267691951896393,0.3397392762936652,0.34118,-0.00144,38946
Ours_Regret,1337,g3,200.0,0.745,0.6011474151638176,0.7212263297173195,0.59764,0.12359,38946
Ours_Regret,7,g0,305.0,0.7377049180327869,0.7357702206695003,0.5970060288173253,0.46833,0.12867,38946
Ours_Regret,7,g1,295.0,0.7796610169491526,0.7514526540584333,0.5975559075252485,0.49813,0.09942,38946
Ours_Regret,7,g2,125.0,0.92,0.47916666666666674,0.29355372371524574,0.34118,-0.04763,38946
Ours_Regret,7,g3,200.0,0.71,0.4810324990211139,0.664960001995787,0.59764,0.06732,38946
Ours_Regret,2024,g0,305.0,0.7639344262295082,0.7612045617504184,0.5540783636333024,0.46833,0.08575,38946
Ours_Regret,2024,g1,295.0,0.7966101694915254,0.7661018304619956,0.5497026850927179,0.49813,0.05157,38946
Ours_Regret,2024,g2,125.0,0.912,0.47695035460992913,0.34427984502352776,0.34118,0.0031,38946
Ours_Regret,2024,g3,200.0,0.73,0.567474720795404,0.8274569741735468,0.59764,0.22982,38946
Ours_Regret,31337,g0,305.0,0.7672131147540984,0.7633024108737182,0.5559947819983373,0.46833,0.08766,38946
Ours_Regret,31337,g1,295.0,0.8033898305084746,0.7672526713651584,0.5567813306541766,0.49813,0.05865,38946
Ours_Regret,31337,g2,125.0,0.896,0.4724213691026828,0.3201463434547186,0.34118,-0.02103,38946
Ours_Regret,31337,g3,200.0,0.735,0.5436936739167976,0.6018757803365589,0.59764,0.00423,38946
Ours_Regret,11,g0,305.0,0.7868852459016393,0.7839097001722317,0.5527404812607365,0.46833,0.08441,38946
Ours_Regret,11,g1,295.0,0.8101694915254237,0.776561721418144,0.5787889540321746,0.49813,0.08066,38946
Ours_Regret,11,g2,125.0,0.888,0.4700059101654847,0.4375483709741384,0.34118,0.09637,38946
Ours_Regret,11,g3,200.0,0.7,0.5431586193799554,0.7726751619979041,0.59764,0.17503,38946
Ours_Regret,22,g0,305.0,0.7770491803278688,0.7751623932879605,0.5466423253910463,0.46833,0.07831,38946
Ours_Regret,22,g1,295.0,0.7728813559322034,0.7488138176402608,0.5896857905943514,0.49813,0.09155,38946
Ours_Regret,22,g2,125.0,0.92,0.47916666666666674,0.3125501517392695,0.34118,-0.02863,38946
Ours_Regret,22,g3,200.0,0.755,0.5390120709093301,0.65125831739977,0.59764,0.05362,38946
Ours_Regret,33,g0,305.0,0.7540983606557377,0.7526719324890905,0.6172742112738188,0.46833,0.14894,38946
Ours_Regret,33,g1,295.0,0.7593220338983051,0.73201244514454,0.6336770255686873,0.49813,0.13555,38946
Ours_Regret,33,g2,125.0,0.912,0.47695035460992913,0.299699527233839,0.34118,-0.04148,38946
Ours_Regret,33,g3,200.0,0.73,0.4495238095238095,0.588663225248456,0.59764,-0.00898,38946
Ours_Regret,44,g0,305.0,0.7573770491803279,0.7555121360106006,0.6020750542156031,0.46833,0.13374,38946
Ours_Regret,44,g1,295.0,0.7694915254237288,0.741106519788583,0.6170468202081777,0.49813,0.11891,38946
Ours_Regret,44,g2,125.0,0.92,0.47916666666666674,0.291543026894331,0.34118,-0.04964,38946
Ours_Regret,44,g3,200.0,0.74,0.5067785650970271,0.5911322209984065,0.59764,-0.00651,38946
Ours_Regret,55,g0,305.0,0.7573770491803279,0.7549889471114116,0.6057400728835434,0.46833,0.13741,38946
Ours_Regret,55,g1,295.0,0.7694915254237288,0.7413062473659427,0.6240561264046168,0.49813,0.12592,38946
Ours_Regret,55,g2,125.0,0.92,0.47916666666666674,0.30867232260107996,0.34118,-0.03251,38946
Ours_Regret,55,g3,200.0,0.76,0.49213139801375094,0.5865100764669477,0.59764,-0.01113,38946
